Frame,Location X,Location Y,Location Z,Rotation X,Rotation Y,Rotation Z
31,9.628418922424316,-0.19159837067127228,1.2220298051834106,1.506976842880249,-4.652760310364101e-08,1.5508999824523926
32,9.616609573364258,-0.37870776653289795,1.2311543226242065,1.5059911012649536,8.067629408969879e-08,1.5314360857009888
33,9.597604751586914,-0.5545620322227478,1.24583899974823,1.5043998956680298,-6.296539822869818e-08,1.513079285621643
34,9.5719575881958,-0.719502329826355,1.2656562328338623,1.5022436380386353,4.0802973444442614e-08,1.495769739151001
35,9.54022216796875,-0.8738695979118347,1.2901782989501953,1.4995625019073486,-3.424924699402254e-08,1.4794527292251587
36,9.502950668334961,-1.018005132675171,1.3189774751663208,1.4963957071304321,-8.126631456661926e-08,1.4640783071517944
37,9.460698127746582,-1.152250051498413,1.351625919342041,1.4927822351455688,-5.928733770588224e-08,1.4495999813079834
38,9.414015769958496,-1.2769455909729004,1.3876961469650269,1.4887611865997314,-1.5030684252792526e-08,1.4359763860702515
39,9.363459587097168,-1.3924325704574585,1.4267603158950806,1.4843723773956299,-2.9690838232454553e-08,1.4231691360473633
40,9.309582710266113,-1.4990521669387817,1.4683908224105835,1.4796555042266846,2.5963956318264536e-08,1.4111441373825073
41,9.252938270568848,-1.5971457958221436,1.512159824371338,1.4746516942977905,-6.030145982549584e-08,1.3998711109161377
42,9.194079399108887,-1.68705415725708,1.5576395988464355,1.4694024324417114,-4.704225631257941e-08,1.3893216848373413
43,9.133559226989746,-1.7691187858581543,1.6044026613235474,1.4639512300491333,6.515650596838896e-08,1.3794710636138916
44,9.071931838989258,-1.8436803817749023,1.6520209312438965,1.458343267440796,2.1629286806046366e-08,1.3702977895736694
45,9.00975227355957,-1.9110803604125977,1.7000670433044434,1.4526249170303345,7.183871275628917e-08,1.3617818355560303
46,8.947571754455566,-1.9716598987579346,1.7481131553649902,1.4468449354171753,-4.766017980273318e-08,1.3539055585861206
47,8.885945320129395,-2.025759696960449,1.7957314252853394,1.441054105758667,3.9745476243524536e-08,1.3466534614562988
48,8.825425148010254,-2.073721408843994,1.8424946069717407,1.435305118560791,3.253767255628759e-09,1.340011477470398
49,8.766566276550293,-2.1158857345581055,1.8879742622375488,1.4296538829803467,9.406412004864251e-08,1.3339672088623047
50,8.709920883178711,-2.1525940895080566,1.9317431449890137,1.4241576194763184,-7.650353950339195e-08,1.328508734703064
51,8.656044006347656,-2.184187650680542,1.9733736515045166,1.4188755750656128,1.480087092886606e-07,1.3236252069473267
52,8.605487823486328,-2.2110068798065186,2.0124378204345703,1.413870096206665,3.6225239474774185e-10,1.3193062543869019
53,8.558806419372559,-2.2333931922912598,2.0485079288482666,1.4092044830322266,5.554974080723696e-08,1.3155416250228882
54,8.51655387878418,-2.2516884803771973,2.0811569690704346,1.4049444198608398,4.573173484345716e-08,1.3123210668563843
55,8.47928237915039,-2.266232967376709,2.1099557876586914,1.4011560678482056,-1.1648669584474192e-08,1.309633493423462
56,8.447546005249023,-2.2773685455322266,2.1344780921936035,1.39790678024292,-1.1702052660211848e-08,1.3074673414230347
57,8.421899795532227,-2.285435199737549,2.154294967651367,1.3952645063400269,-4.515776907965119e-08,1.3058098554611206
58,8.402894973754883,-2.2907748222351074,2.1689796447753906,1.3932963609695435,-3.3368149132684266e-08,1.3046467304229736
59,8.391085624694824,-2.293728828430176,2.1781044006347656,1.3920681476593018,-7.621756026310322e-08,1.3039618730545044
60,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
61,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
62,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
63,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
64,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
65,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
66,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
67,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
68,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
69,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
70,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
71,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
72,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
73,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
74,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
75,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
76,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
77,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
78,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
79,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
80,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
81,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
82,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
83,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
84,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
85,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
86,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
87,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
88,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
89,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
90,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
91,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
92,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
93,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
94,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
95,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
96,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
97,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
98,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
99,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
100,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
101,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
102,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
103,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
104,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
105,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
106,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
107,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
108,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
109,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
110,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
111,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
112,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
113,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
114,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
115,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
116,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
117,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
118,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
119,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
120,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
121,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
122,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
123,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
124,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
125,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
126,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
127,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
128,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
129,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
130,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
131,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
132,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
133,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
134,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
135,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
136,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
137,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
138,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
139,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
140,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
141,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
142,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
143,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
144,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
145,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
146,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
147,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
148,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
149,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
150,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
151,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
152,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
153,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
154,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
155,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
156,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
157,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
158,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
159,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
160,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
161,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
162,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
163,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
164,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
165,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
166,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
167,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
168,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
169,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
170,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
171,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
172,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
173,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
174,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
175,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
176,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
177,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
178,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
179,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
180,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
181,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
182,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
183,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
184,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
185,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
186,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
187,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
188,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
189,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
190,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
191,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
192,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
193,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
194,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
195,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
196,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
197,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
198,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
199,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
200,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
201,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
202,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
203,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
204,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
205,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
206,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
207,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
208,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
209,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
210,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
211,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
212,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
213,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
214,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
215,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
216,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
217,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
218,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
219,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
220,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
221,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
222,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
223,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
224,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
225,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
226,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
227,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
228,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
229,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
230,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
231,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
232,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
233,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
234,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
235,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
236,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
237,8.3870267868042,-2.2946372032165527,2.1812407970428467,1.391644835472107,-3.5588755054050125e-08,1.3037381172180176
