Frame,Location X,Location Y,Location Z,Rotation X,Rotation Y,Rotation Z
1,9.396469116210938,-0.8220845460891724,0.9540680646896362,1.5276421308517456,-7.85802072300612e-08,1.483530044555664
2,9.396498680114746,-0.8217390775680542,0.9540680646896362,1.527642011642456,2.5088532140671305e-08,1.4835666418075562
3,9.396588325500488,-0.8207103610038757,0.9540680646896362,1.5276421308517456,6.142270336795264e-08,1.4836760759353638
4,9.396737098693848,-0.8190102577209473,0.9540680646896362,1.5276418924331665,-3.492756306400224e-08,1.4838571548461914
5,9.396942138671875,-0.8166500926017761,0.9540680646896362,1.5276421308517456,1.843994290595674e-08,1.484108328819275
6,9.39720344543457,-0.8136417269706726,0.9540680646896362,1.527642011642456,3.441440554752262e-08,1.4844285249710083
7,9.397518157958984,-0.8099967837333679,0.9540680646896362,1.5276422500610352,-6.304644983856633e-08,1.4848164319992065
8,9.3978853225708,-0.8057268261909485,0.9540680646896362,1.5276421308517456,-7.855404504653052e-08,1.4852707386016846
9,9.398303031921387,-0.8008434772491455,0.9540680646896362,1.527642011642456,5.995764240651624e-08,1.4857902526855469
10,9.398768424987793,-0.7953582406044006,0.9540680646896362,1.527642011642456,6.455977796804291e-08,1.4863739013671875
11,9.399280548095703,-0.7892829179763794,0.9540680646896362,1.5276421308517456,2.5765864108961978e-08,1.4870203733444214
12,9.399837493896484,-0.7826288342475891,0.9540680646896362,1.527642011642456,-7.274980617921756e-09,1.487728238105774
13,9.400435447692871,-0.7754078507423401,0.9540680646896362,1.5276421308517456,4.5531514558661e-08,1.4884963035583496
14,9.401073455810547,-0.7676313519477844,0.9540680646896362,1.5276422500610352,5.658302626443401e-08,1.4893237352371216
15,9.401749610900879,-0.7593110203742981,0.9540680646896362,1.5276421308517456,3.0756083901906095e-08,1.4902085065841675
16,9.402460098266602,-0.7504584193229675,0.9540680646896362,1.527642011642456,3.4329676878996906e-08,1.491150140762329
17,9.403203964233398,-0.7410849928855896,0.9540680646896362,1.527642011642456,-2.473345617204359e-08,1.4921470880508423
18,9.403977394104004,-0.7312024831771851,0.9540680646896362,1.5276421308517456,1.7996995893554413e-08,1.4931979179382324
19,9.404778480529785,-0.7208223342895508,0.9540680646896362,1.527642011642456,8.572083487479176e-08,1.4943015575408936
20,9.40560531616211,-0.7099562883377075,0.9540680646896362,1.5276421308517456,4.8488804083035575e-08,1.4954570531845093
21,9.406454086303711,-0.6986157894134521,0.9540680646896362,1.5276421308517456,-5.7100830730405505e-08,1.4966627359390259
22,9.407323837280273,-0.6868123412132263,0.9540680646896362,1.5276421308517456,-4.0802525802519085e-09,1.4979175329208374
23,9.408209800720215,-0.6745577454566956,0.9540680646896362,1.5276421308517456,1.510049258968138e-07,1.4992201328277588
24,9.409111976623535,-0.661863386631012,0.9540680646896362,1.5276421308517456,4.098871286828398e-08,1.500569224357605
25,9.410025596618652,-0.6487410068511963,0.9540680646896362,1.527642011642456,4.1487652424621047e-08,1.5019639730453491
26,9.410948753356934,-0.6352022290229797,0.9540680646896362,1.5276418924331665,3.413143900843352e-08,1.5034023523330688
27,9.411879539489746,-0.6212584376335144,0.9540680646896362,1.5276418924331665,3.490432476382921e-08,1.5048840045928955
28,9.41281509399414,-0.6069214344024658,0.9540680646896362,1.5276418924331665,3.7701518351695995e-08,1.5064072608947754
29,9.413752555847168,-0.5922027230262756,0.9540680646896362,1.5276418924331665,8.203948453910925e-08,1.507970929145813
30,9.414690017700195,-0.5771141052246094,0.9540680646896362,1.527642011642456,1.6501168431659607e-08,1.5095735788345337
31,9.415623664855957,-0.5616670250892639,0.9540680646896362,1.527642011642456,5.4794213610875886e-08,1.511214256286621
32,9.416552543640137,-0.5458731055259705,0.9540680646896362,1.527642011642456,1.6012364767448162e-08,1.5128916501998901
33,9.417473793029785,-0.5297442078590393,0.9540680646896362,1.5276421308517456,1.3704485324339544e-09,1.5146044492721558
34,9.418384552001953,-0.5132917761802673,0.9540680646896362,1.5276421308517456,-5.0602547929656794e-08,1.516351342201233
35,9.419283866882324,-0.4965275228023529,0.9540680646896362,1.5276421308517456,1.3456888936502764e-08,1.5181313753128052
36,9.420167922973633,-0.4794631898403168,0.9540680646896362,1.5276421308517456,1.4969309347634407e-08,1.5199429988861084
37,9.421034812927246,-0.46211037039756775,0.9540680646896362,1.5276422500610352,1.0463465827115215e-07,1.5217849016189575
38,9.421882629394531,-0.44448086619377136,0.9540680646896362,1.527642011642456,2.3315845254501255e-08,1.5236560106277466
39,9.422710418701172,-0.4265863001346588,0.9540680646896362,1.5276421308517456,1.8585785710456548e-07,1.5255552530288696
40,9.423514366149902,-0.4084383249282837,0.9540680646896362,1.5276422500610352,3.5381575003157195e-08,1.527481198310852
41,9.424293518066406,-0.3900487720966339,0.9540680646896362,1.527642011642456,-7.067531271331973e-08,1.5294325351715088
42,9.42504596710205,-0.3714292645454407,0.9540680646896362,1.527642011642456,-4.383025142828956e-08,1.5314080715179443
43,9.425768852233887,-0.35259169340133667,0.9540680646896362,1.527642011642456,-2.5277387294408982e-08,1.5334066152572632
44,9.426462173461914,-0.33354759216308594,0.9540680646896362,1.5276421308517456,7.802814394608504e-08,1.5354269742965698
45,9.427123069763184,-0.3143088221549988,0.9540680646896362,1.527642011642456,2.4014960686713493e-08,1.5374677181243896
46,9.427750587463379,-0.29488709568977356,0.9540680646896362,1.5276422500610352,-2.4847800261795783e-08,1.5395281314849854
47,9.428343772888184,-0.2752942740917206,0.9540680646896362,1.5276421308517456,-4.647560558623809e-08,1.5416061878204346
48,9.428899765014648,-0.25554198026657104,0.9540680646896362,1.527642011642456,-6.258647999857203e-08,1.5437010526657104
49,9.429417610168457,-0.2356421947479248,0.9540680646896362,1.527642011642456,1.8337772189624957e-08,1.5458115339279175
50,9.42989730834961,-0.21560649573802948,0.9540680646896362,1.5276422500610352,-9.618737806249555e-08,1.5479363203048706
51,9.430336952209473,-0.19544677436351776,0.9540680646896362,1.5276421308517456,9.786661792077211e-08,1.5500742197036743
52,9.430734634399414,-0.1751747876405716,0.9540680646896362,1.5276422500610352,1.4097038203431111e-08,1.5522236824035645
